title, id, link, display, culture, type,medium simple,medium detail, medium, date, origin, link2, topic,animals, period
King David charming birds and beasts,edanmdm-fsg_F1907.194,https://asia.si.edu/object/F1907.194/,No,Himalayan peoples%South Asians,Painting%,paper,color,Color and gold on paper,17th century,Bijapur% Karnataka state% Deccan% India,https://asia.si.edu/object/F1907.194/,South Asian and Himalayan Art%Art%Animals%King%Mughal dynasty (1526 - 1858)%Antelope%Portraits%Birds%Sheep%Flute%,"bird, sheep,antelope",Mughal dynasty
Axe-shaped ornament,edanmdm-fsg_F1919.40,https://asia.si.edu/object/F1919.40/,No,Chinese,Jade%Jewelry and Ornament%,jade,jade,Jade (nephrite),1736-1795,China,https://asia.si.edu/object/F1919.40/,Art%Animals%Chinese Art%Carving%Qing dynasty (1644 - 1911)%Birds%Nephrite%Axes%Incising%Cicada%,"bird,cicada",Qing dynasty
Lidded ritual wine container (<em>you</em>) with birds,edanmdm-fsg_F1930.26a-b,https://asia.si.edu/object/F1930.26a-b/,No,Chinese,Metalwork%Vessel%,metal,bronze,Bronze,ca. 1050-1000 BCE,Baoji% Shaanxi province% China,https://asia.si.edu/object/F1930.26a-b/,Wine and wine making%Western Zhou dynasty (ca. 1050 - 771 BCE)%Art%Animals%Sculpture%Chinese Art%Birds%Cicada%Buffaloes%,"bird,cicada,buffaloes",Early Western Zhou dynasty
Pendant in the form of a dragon-bird,edanmdm-fsg_F1931.16,https://asia.si.edu/object/F1931.16/,No,Chinese,Jade%Jewelry and Ornament%,jade,jade,Jade (nephrite),475-221 BCE,Probably Jincun% Henan province% China,https://asia.si.edu/object/F1931.16/,Art%Animals%Eastern Zhou dynasty (770 - 221 BCE)%Chinese Art%Carving%Birds%Nephrite%Incising%Warring States period (475 - 221 BCE)%Dragon%,"bird,dragon",Eastern Zhou dynasty
Wine container (<em>hu</em>) with birds and dragons,edanmdm-fsg_F1924.12a-b,https://asia.si.edu/object/F1924.12a-b/,No,Chinese,Metalwork%Vessel%,metal,bronze,Bronze,6th century BCE,China,https://asia.si.edu/object/F1924.12a-b/,Wine and wine making%Art%Animals%Eastern Zhou dynasty (770 - 221 BCE)%Sculpture%Chinese Art%Birds%Spring and Autumn period (770 - 476 BCE)%Dragon%,"bird,dragon",Eastern Zhou dynasty
Square lidded ritual wine container (<em>fangyi</em>) with taotie% serpents% and birds,edanmdm-fsg_F1930.54a-b,https://asia.si.edu/object/F1930.54a-b/,No,Chinese,Metalwork%Vessel%,metal,bronze,Bronze,ca. 1050-975 BCE,Luoyang% Henan province% China,https://asia.si.edu/object/F1930.54a-b/,Western Zhou dynasty (ca. 1050 - 771 BCE)%Art%Animals%Sculpture%Chinese Art%Birds%Taotie%Masks%Dragon%,"bird,taotie,dragon,serpent",Early Western Zhou dynasty
Lamp in the form of a bird standing on a tortoise,edanmdm-fsg_F1913.104,https://asia.si.edu/object/F1913.104/,No,Chinese,Metalwork%Vessel%,metal,bronze,Bronze,206 BCE-220 CE,China,https://asia.si.edu/object/F1913.104/,Art%Animals%Sculpture%Chinese Art%Birds%Tortoise%Han dynasty (206 BCE - 220 CE)%,"bird,turtle ",Han dynasty
Garment ornament: butterfly (fragment),edanmdm-fsg_F1917.577,https://asia.si.edu/object/F1917.577/,No,Koreans,Metalwork%Jewelry and Ornament%,metal,bronze,Bronze,12th-13th century,Korea,https://asia.si.edu/object/F1917.577/,Goryeo period (918 - 1392)%Gilding%Art%Animals%Insects%Korean Art%Butterflies%,butterfly,Goryeo period
Garment ornament: butterfly (fragments),edanmdm-fsg_F1917.578,https://asia.si.edu/object/F1917.578/,No,Koreans,Metalwork%Jewelry and Ornament%,metal,bronze,Bronze,12th-13th century,Korea,https://asia.si.edu/object/F1917.578/,Goryeo period (918 - 1392)%Gilding%Art%Animals%Insects%Korean Art%Butterflies%,butterfly,Goryeo period
Garment ornament: butterfly,edanmdm-fsg_F1917.579,https://asia.si.edu/object/F1917.579/,No,Koreans,Metalwork%Jewelry and Ornament%,metal,bronze with gilding,Gilt bronze,12th-13th century,Korea,https://asia.si.edu/object/F1917.579/,Goryeo period (918 - 1392)%Gilding%Art%Animals%Insects%Korean Art%Butterflies%,butterfly,Goryeo period
Whistler's Butterfly,edanmdm-fsg_F1905.327,https://asia.si.edu/object/F1905.327/,No,Americans,Drawing%,paper,ink,Pencil and Chinese white on cardboard,1886,United States,https://asia.si.edu/object/F1905.327/,Art%Animals%Insects%American Art%Signatures%Butterflies%,butterfly,
Tapestry: a peony and butterfly,edanmdm-fsg_F1916.571a,https://asia.si.edu/object/F1916.571a/,No,Chinese,Album%Costume and Textile%,silk,color,Color on silk,1368-1644,China,https://asia.si.edu/object/F1916.571a/,Art%Peony%Animals%Insects%Chinese Art%Ming dynasty (1368 - 1644)%Tapestries%Butterflies%Slit tapestry%,butterfly,Possibly Ming dynasty
One of a set of bells (bo) with felines and dragons,edanmdm-fsg_S1987.282,https://asia.si.edu/object/S1987.282/,Yes,Chinese,Metalwork,metal,bronze,Bronze,ca. 550-500 BCE,Houma foundry% Shanxi province% China,https://asia.si.edu/object/S1987.282/,Cats%Art%Animals%Eastern Zhou dynasty (770 - 221 BCE)%Sculpture%Chinese Art%Spring and Autumn period (770 - 476 BCE)%WWII-era provenance%Dragon%,"lion, dragon",Eastern Zhou dynasty
Bangali Ragini,edanmdm-fsg_S2018.1.50,https://asia.si.edu/object/S2018.1.50/,No,Himalayan peoples%South Asians,Painting%,paper,watercolor,Opaque watercolor and gold on paper,ca. 1630,Marwar% Rajasthan state% India,https://asia.si.edu/object/S2018.1.50/,South Asian and Himalayan Art%Cats%Art%Animals%Catherine and Ralph Benkaim Collection%Temple%Cheetahs%Ragamala%Boy%,cheetah,
The Ramayana (Tales of Rama; The Freer Ramayana)% Volume 1,edanmdm-fsg_F1907.271.1-172,https://asia.si.edu/object/F1907.271.1-172/,No,Himalayan peoples%South Asians%Apsarases,Manuscript%,paper,watercolor,Ink% opaque watercolor% and gold on paper% in modern bindings,1597-1605,Northern India,https://asia.si.edu/object/F1907.271.1-172/,Art%Hermitage%Mughal dynasty (1526 - 1858)%Cows%Bharata%Ashrams%Ascetic%Cremation%South Asian and Himalayan Art%Lakshmana%Ravana%Indra%Dasharatha%Vishvamitra%Sacrifice%Brahma? (Hindu deity)%Boats and boating%Priest%Lava%Demon%Reign of Akbar (1556 - 1605)%Sage%Kaikeyi%Funeral%Hanuman%Janaka%Ramayana%Krishna%Animals%Kusha%Abduction%Caves%Death%Illustrated%Seal%Mourning%Shiva%,"cow,deer",Mughal dynasty
Deer-shaped ornament,edanmdm-fsg_F1919.68,https://asia.si.edu/object/F1919.68/,No,Chinese,Metalwork%Jewelry and Ornament%,metal,bronze with inlay,Bronze with shell% gilding and turquoise inlay,206 BCE-220 CE,China,https://asia.si.edu/object/F1919.68/,Gilding%Art%Animals%Sculpture%Chinese Art%Inlay%Han dynasty (206 BCE - 220 CE)%,deer,Han dynasty
A standing deer,edanmdm-fsg_F1916.457,https://asia.si.edu/object/F1916.457/,No,Chinese,Sculpture%Metalwork%,metal,bronze,Bronze,206 BCE-220 CE,Inner Mongolia/Ordos% China,https://asia.si.edu/object/F1916.457/,Art%Animals%Sculpture%Chinese Art%Han dynasty (206 BCE - 220 CE)%,deer,Han dynasty
Deer-stalking at night,edanmdm-fsg_F1907.199,https://asia.si.edu/object/F1907.199/,No,Himalayan peoples%South Asians,Painting%,paper,color,Color and gold on paper,18th century,India,https://asia.si.edu/object/F1907.199/,South Asian and Himalayan Art%Art%Hunting%Animals%Night%Mughal dynasty (1526 - 1858)%,deer,Mughal dynasty
A Deer Hunting At Night,edanmdm-fsg_F1907.210,https://asia.si.edu/object/F1907.210/,No,Himalayan peoples%South Asians,Painting%,paper,color,Color and gold on paper,early 18th century,India,https://asia.si.edu/object/F1907.210/,South Asian and Himalayan Art%Prince%Art%Hunting%Animals%Night%Mughal dynasty (1526 - 1858)%,deer,Mughal dynasty
Bhils hunting deer at night,edanmdm-fsg_F1907.229,https://asia.si.edu/object/F1907.229/,No,Himalayan peoples%South Asians,Painting%,paper,color,Color and gold on paper,18th century,India,https://asia.si.edu/object/F1907.229/,South Asian and Himalayan Art%Art%Hunting%Animals%Night%Mughal dynasty (1526 - 1858)%,deer,Mughal dynasty
Immortal Magu with deer and peach tree,edanmdm-fsg_F1917.115,https://asia.si.edu/object/F1917.115/,No,Chinese,Furniture and Furnishing%Costume and Textile%,silk,color,Silk tapestry,1575-1725,China,https://asia.si.edu/object/F1917.115/,Daoist Immortals%Art%Daoism%Chinese Art%Flowers%Rivers%Fungus-of-immortality%Painted%Peach tree%Animals%Qing dynasty (1644 - 1911)%Ming dynasty (1368 - 1644)%Woman%Tapestries%Slit tapestry%,deer,Ming or Qing dynasty
Tapestry: landscape with deer% storks% pines% and peach-tree,edanmdm-fsg_F1917.117,https://asia.si.edu/object/F1917.117/,No,Chinese,Furniture and Furnishing%Costume and Textile%,silk,color,Color on silk panel,1368-1644,China,https://asia.si.edu/object/F1917.117/,Landscapes%Art%Animals%Chinese Art%Ming dynasty (1368 - 1644)%Tapestries%Painted%Slit tapestry%Stork%,deer,Ming dynasty
The Dog on the Kennel,edanmdm-fsg_F1906.205,https://asia.si.edu/object/F1906.205/,No,Americans,Tool and Equipment%,metal,copper,Steel-faced copper,1858,United States,https://asia.si.edu/object/F1906.205/,Art%Animals%American Art%Dogs%,dog,
The Dog on the Kennel,edanmdm-fsg_F1898.219,https://asia.si.edu/object/F1898.219/,No,Americans,Print%,paper,etching,Etching on paper,1858,United States,https://asia.si.edu/object/F1898.219/,Art%Animals%American Art%Dogs%Etching%,dog,
The Dog on the Kennel,edanmdm-fsg_F1898.220,https://asia.si.edu/object/F1898.220/,No,Americans,Print%,paper,etching,Etching on paper,1858,United States,https://asia.si.edu/object/F1898.220/,Art%Animals%American Art%Dogs%Etching%,dog,
Gosain Kirpal Girji,edanmdm-fsg_S2018.1.54,https://asia.si.edu/object/S2018.1.54/,No,Himalayan peoples%South Asians,Painting%,paper,watercolor,Opaque watercolor and gold on paper,ca. 1720,Nagaur% Rajasthan state% India,https://asia.si.edu/object/S2018.1.54/,South Asian and Himalayan Art%Art%Animals%Catherine and Ralph Benkaim Collection%Dogs%Gardens%Gurus%,dog,
Handle in the form of a dragon from a bronze vessel,edanmdm-fsg_F1915.34,https://asia.si.edu/object/F1915.34/,No,Chinese,Metalwork%,metal,bronze,Bronze,late 6th-early 5th century BCE,China,https://asia.si.edu/object/F1915.34/,Art%Animals%Eastern Zhou dynasty (770 - 221 BCE)%Sculpture%Chinese Art%Dragon%,dragon,Eastern Zhou dynasty
Stele with Bodhisattva Maitreya (Mile); reverse with Buddha Vairochana (Pilushena),edanmdm-fsg_F1911.412,https://asia.si.edu/object/F1911.412/,Yes,Buddhists%Chinese%Apsarases,Sculpture%Stone%,stone,marble,Marble with traces of pigment,557-581,Probably Shaanxi province% China,https://asia.si.edu/object/F1911.412/,Period of Division (220 - 589)%Art%Animals%Chinese Art%Bodhi tree%Monkeys%Lotus%Kalasa%Dragon%,"dragon,monkey",Northern Zhou dynasty
Ornament: boy with reclining elephant,edanmdm-fsg_F1916.178,https://asia.si.edu/object/F1916.178/,No,Chinese,Jade%Jewelry and Ornament%,jade,jade,Jade,1600 to 1911,China,https://asia.si.edu/object/F1916.178/,Art%Animals%Chinese Art%Carving%Incising%Ming dynasty (1368 - 1644)%Boy%Elephants%,elephant,mid-Ming to Qing dynasty
Elephant and attendants,edanmdm-fsg_F1916.627,https://asia.si.edu/object/F1916.627/,No,Chinese,Jade%Jewelry and Ornament%,jade,jade,Jade,17th century,China,https://asia.si.edu/object/F1916.627/,Art%Animals%Chinese Art%Carving%Incising%Ming dynasty (1368 - 1644)%Attendant%Elephants%,elephant,Ming dynasty
Chariot rein guide with elephants and rattles,edanmdm-fsg_S2012.9.612,https://asia.si.edu/object/S2012.9.612/,Yes,Chinese,Metalwork%Tool and Equipment%,metal,bronze,Bronze,ca. 1300-1050 BCE,China,https://asia.si.edu/object/S2012.9.612/,Horse trapping%Art%Animals%Sculpture%Chinese Art%Anyang period% Late Shang dynasty (ca. 1300 - 1050 BCE)%Paul Singer collection%Elephants%,elephant,Late Shang dynasty
"Two composite elephants, fighting",edanmdm-fsg_F1907.642,https://asia.si.edu/object/F1907.642/,No,Himalayan peoples%South Asians,Painting,paper,tracing,Tracing and color on paper,18th century,India,https://asia.si.edu/object/F1907.642/,South Asian and Himalayan Art%Art%Animals%Mughal dynasty (1526 - 1858)%Reign of Akbar (1556 - 1605)%Elephants%,elephant,Possibly Mughal dynasty
A Darbar of Jahangir,edanmdm-fsg_F1907.202,https://asia.si.edu/object/F1907.202/,No,Himalayan peoples%South Asians,Painting%,paper,ink,Ink% color% and gold on paper,early 17th century,India,https://asia.si.edu/object/F1907.202/,South Asian and Himalayan Art%Art%Animals%Mughal dynasty (1526 - 1858)%Darbar%Kings and rulers%Elephants%,elephant,Mughal dynasty
The elephant Khanderao Bahadur killing Sham Mahavat,edanmdm-fsg_S2018.1.23,https://asia.si.edu/object/S2018.1.23/,No,Himalayan peoples%South Asians,Painting%,paper,watercolor,Opaque watercolor on paper,ca. 1700,Mewar% Rajasthan state% India,https://asia.si.edu/object/S2018.1.23/,South Asian and Himalayan Art%Art%Animals%Catherine and Ralph Benkaim Collection%Mahout%Elephants%Fireworks%,elephant,
Maharana Raj Singh observing an elephant fight,edanmdm-fsg_S2018.1.57,https://asia.si.edu/object/S2018.1.57/,No,Himalayan peoples%South Asians,Painting%,paper,watercolor,Opaque watercolor and gold on paper,ca. 1670-1675,Mewar% Rajasthan state% India,https://asia.si.edu/object/S2018.1.57/,South Asian and Himalayan Art%Art%Animals%Catherine and Ralph Benkaim Collection%Elephants%,elephant,
Ivory Throne Leg,edanmdm-fsg_F1907.8,https://asia.si.edu/object/F1907.8/,No,Himalayan peoples%South Asians,Furniture and Furnishing%,other,ivory,Ivory,13th century,Orissa% India,https://asia.si.edu/object/F1907.8/,South Asian and Himalayan Art%Cats%Hermit%Art%Animals%Eastern Ganga dynasty (700 - 1299)%Elephants%,"elephant, lion",Eastern Ganga dynasty
Seated Buddhas% bodisattva (<em>Samantabhadra</em>) with elephant% and other figures,edanmdm-fsg_F1909.294,https://asia.si.edu/object/F1909.294/,No,Buddhists%Chinese,Sculpture%Stone%,stone,stone,Stone,386-535,China,https://asia.si.edu/object/F1909.294/,Period of Division (220 - 589)%Cats%Art%Mandorla%Chinese Art%Manjushri%Lotus%Bodhisattva%Northern Wei dynasty (386 - 534)%Elephants%Throne%Animals%Inscriptions%Samantabhadra%Relief seal%Halo%,"elephant, lion",Period of Division
Krishna bids farewell% folio from a <em>Bhagavata Purana</em>,edanmdm-fsg_S2018.1.22,https://asia.si.edu/object/S2018.1.22/,No,Himalayan peoples%South Asians,Painting%,paper,watercolor,Opaque watercolor and gold on paper,ca.1680-1690,Mewar% Rajasthan state% India,https://asia.si.edu/object/S2018.1.22/,South Asian and Himalayan Art%Art%Krishna%Animals%Catherine and Ralph Benkaim Collection%Bhagavata Purana%Elephants%Palanquin%,"elephant,horse",
Basin (<em>jian</em>) with narrative scenes,edanmdm-fsg_F1915.107,https://asia.si.edu/object/F1915.107/,Yes,Chinese,Metalwork%Vessel%,metal,bronze,Bronze,ca. 5th century BCE,China,https://asia.si.edu/object/F1915.107/,Art%Animals%Eastern Zhou dynasty (770 - 221 BCE)%Sculpture%Chinese Art%Fishes%Birds%,"fish, bird",Middle Eastern Zhou dynasty
The Landscape with the Horse,edanmdm-fsg_F1906.216,https://asia.si.edu/object/F1906.216/,No,Americans,Tool and Equipment%,metal,cooper,Steel-faced copper,1859,United States,https://asia.si.edu/object/F1906.216/,Landscapes%Art%Animals%American Art%Horses%,horse,
Standing horse,edanmdm-fsg_F1913.103,https://asia.si.edu/object/F1913.103/,No,Chinese,Sculpture%Metalwork%,metal,bronze,Bronze,possibly 1st-2nd century,China,https://asia.si.edu/object/F1913.103/,Art%Animals%Sculpture%Chinese Art%Horses%Han dynasty (206 BCE - 220 CE)%,horse,Han dynasty
Rider and horse,edanmdm-fsg_F1913.111,https://asia.si.edu/object/F1913.111/,No,Chinese,Sculpture%Metalwork%,metal,lead,Lead,206 BCE-220 CE,China,https://asia.si.edu/object/F1913.111/,Art%Animals%Sculpture%Horsemen and horsewomen%Chinese Art%Horses%Han dynasty (206 BCE - 220 CE)%,horse,Possibly Han dynasty
Standing horse,edanmdm-fsg_F1913.114,https://asia.si.edu/object/F1913.114/,No,Chinese,Sculpture%Metalwork%,metal,bronze,Bronze,220-589,Inner Mongolia/Ordos% China,https://asia.si.edu/object/F1913.114/,Period of Division (220 - 589)%Art%Animals%Sculpture%Chinese Art%Horses%,horse,Period of Division
Horse,edanmdm-fsg_F1915.143,https://asia.si.edu/object/F1915.143/,No,Chinese,Sculpture%Metalwork%,metal,bronze,Bronze,220-589,Inner Mongolia/Ordos% China,https://asia.si.edu/object/F1915.143/,Period of Division (220 - 589)%Art%Animals%Sculpture%Chinese Art%Horses%,horse,Period of Division
Ornament in the form of a horse,edanmdm-fsg_F1915.219,https://asia.si.edu/object/F1915.219/,No,Chinese,Sculpture%Metalwork%,metal,bronze,Bronze,220-589,Inner Mongolia/Ordos% China,https://asia.si.edu/object/F1915.219/,Period of Division (220 - 589)%Art%Animals%Sculpture%Chinese Art%Horses%,horse,Period of Division
Ornament in the form of a horse,edanmdm-fsg_F1915.220,https://asia.si.edu/object/F1915.220/,No,Chinese,Sculpture%Metalwork%,metal,bronze,Bronze,220-589,Inner Mongolia/Ordos% China,https://asia.si.edu/object/F1915.220/,Period of Division (220 - 589)%Art%Animals%Sculpture%Chinese Art%Horses%,horse,Period of Division
Ornament in the form of a horse,edanmdm-fsg_F1915.221,https://asia.si.edu/object/F1915.221/,No,Chinese,Sculpture%Metalwork%,metal,bronze,Bronze,220-589,Inner Mongolia/Ordos% China,https://asia.si.edu/object/F1915.221/,Period of Division (220 - 589)%Art%Animals%Sculpture%Chinese Art%Horses%,horse,Period of Division
Ornament in the form of a horse,edanmdm-fsg_F1915.333,https://asia.si.edu/object/F1915.333/,No,Chinese,Sculpture%Metalwork%,metal,bronze,Bronze,220-589,Inner Mongolia/Ordos% China,https://asia.si.edu/object/F1915.333/,Period of Division (220 - 589)%Art%Animals%Sculpture%Chinese Art%Horses%,horse,Period of Division
Mask in the form of a horse face,edanmdm-fsg_F1916.143,https://asia.si.edu/object/F1916.143/,No,Chinese,Mask%Metalwork%,metal,bronze,Bronze,ca. 1050-221 BCE,China,https://asia.si.edu/object/F1916.143/,Art%Animals%Sculpture%Chinese Art%Horses%Zhou dynasty (ca. 1050 - 221 BCE)%,horse,Zhou dynasty
Harness fitting (fragment),edanmdm-fsg_F1916.289,https://asia.si.edu/object/F1916.289/,No,Chinese,Metalwork%Tool and Equipment%,metal,bronze with gilding,Bronze with gilding,206 BCE-220 CE,China,https://asia.si.edu/object/F1916.289/,Gilding%Art%Animals%Chinese Art%Horses%Han dynasty (206 BCE - 220 CE)%,horse,Han dynasty
Handle (?) in the form of a horse leg and hoof,edanmdm-fsg_F1916.296,https://asia.si.edu/object/F1916.296/,No,Chinese,Metalwork%,metal,bronze,Bronze,206 BCE-220 CE,China,https://asia.si.edu/object/F1916.296/,Art%Animals%Sculpture%Chinese Art%Horses%Han dynasty (206 BCE - 220 CE)%,horse,Han dynasty
Harness fitting (fragment),edanmdm-fsg_F1916.297a-b,https://asia.si.edu/object/F1916.297a-b/,No,Chinese,Metalwork%Tool and Equipment%,metal,bronze,Bronze,206 BCE-220 CE,China,https://asia.si.edu/object/F1916.297a-b/,Art%Animals%Sculpture%Chinese Art%Horses%Han dynasty (206 BCE - 220 CE)%,horse,Han dynasty
Ornament in the form of a standing horse,edanmdm-fsg_F1916.302,https://asia.si.edu/object/F1916.302/,No,Chinese,Sculpture%Metalwork%,metal,bronze,Bronze,220-589,Inner Mongolia/Ordos% China,https://asia.si.edu/object/F1916.302/,Period of Division (220 - 589)%Art%Animals%Chinese Art%Horses%,horse,Period of Division
Harness fitting: bit,edanmdm-fsg_F1979.8,https://asia.si.edu/object/F1979.8/,No,Chinese,Metalwork%Tool and Equipment%,metal,bronze,Bronze,5th-4th century BCE,China,https://asia.si.edu/object/F1979.8/,Art%Animals%Eastern Zhou dynasty (770 - 221 BCE)%Sculpture%Chinese Art%Horses%,horse,Eastern Zhou dynasty
Wild West: The Orator,edanmdm-fsg_F1903.33,https://asia.si.edu/object/F1903.33/,No,Americans,Print,paper,etching,Etching on paper,1887,United States,https://asia.si.edu/object/F1903.33/,Art%Animals%American Art%Men%Horses%Etching%,horse,
The Bucking Horse% Wild West,edanmdm-fsg_F1903.306,https://asia.si.edu/object/F1903.306/,No,Americans,Print%,paper,etching,Etching on paper,1887,United States,https://asia.si.edu/object/F1903.306/,Art%Animals%American Art%Horses%Etching%,horse,
The Bucking Horse% Wild West,edanmdm-fsg_F1904.166,https://asia.si.edu/object/F1904.166/,No,Americans,Print%,paper,etching,Etching on paper,1887,United States,https://asia.si.edu/object/F1904.166/,Art%Animals%American Art%Horses%Etching%,horse,
Landscape with Horses,edanmdm-fsg_F1890.12,https://asia.si.edu/object/F1890.12/,No,Americans,Print%,paper,etching,Etching and drypoint on paper,1859,United States,https://asia.si.edu/object/F1890.12/,Landscapes%Art%Animals%American Art%Horses%Etching%,horse,
Landscape with Horses,edanmdm-fsg_F1898.279,https://asia.si.edu/object/F1898.279/,No,Americans,Print%,paper,etching,Etching and drypoint on paper,1859,United States,https://asia.si.edu/object/F1898.279/,Landscapes%Art%Animals%American Art%Horses%Etching%,horse,
Landscape with Horses,edanmdm-fsg_F1898.280,https://asia.si.edu/object/F1898.280/,No,Americans,Print%,paper,etching,Etching and drypoint on paper,1859,United States,https://asia.si.edu/object/F1898.280/,Landscapes%Art%Animals%American Art%Horses%Etching%,horse,
Landscape with a figure of the Virgin Mary,edanmdm-fsg_F1907.589,https://asia.si.edu/object/F1907.589/,No,Christians%Himalayan peoples%South Asians,Painting%,paper,ink,Ink on paper,17th century,India,https://asia.si.edu/object/F1907.589/,South Asian and Himalayan Art%Landscapes%Art%Animals%Mughal dynasty (1526 - 1858)%Horses%Bow%Virgin Mary%,horse,Mughal dynasty
A group of men and horses,edanmdm-fsg_F1907.604,https://asia.si.edu/object/F1907.604/,No,Himalayan peoples%South Asians,Painting%,paper,tracing,Tracing and color on paper,early 19th century,India,https://asia.si.edu/object/F1907.604/,South Asian and Himalayan Art%Art%Animals%Men%Mughal dynasty (1526 - 1858)%Horses%,horse,Mughal dynasty
Sultan Salim in a Carriage,edanmdm-fsg_F1907.606,https://asia.si.edu/object/F1907.606/,No,Himalayan peoples%South Asians,Painting%,paper,watercolor,Opaque watercolor and gold on paper,ca. 1603,Allahabad% Uttar Pradesh state% India,https://asia.si.edu/object/F1907.606/,South Asian and Himalayan Art%Art%Animals%Reign of Jahangir (1605 - 1627)%Men%Mughal dynasty (1526 - 1858)%Horses%,horse,Mughal dynasty
Little Dordrecht,edanmdm-fsg_F1903.15,https://asia.si.edu/object/F1903.15/,No,Americans,Print%,paper,etching,Etching on paper,1884,United States,https://asia.si.edu/object/F1903.15/,Bridges%Boats and boating%Art%Animals%American Art%Horses%Etching%,horse,
Regent's Quadrant,edanmdm-fsg_F1903.303,https://asia.si.edu/object/F1903.303/,No,Americans,Print%,paper,etching,Etching on paper,1880-1881,United States,https://asia.si.edu/object/F1903.303/,Art%Animals%Architecture%American Art%Horses%Etching%,horse,
Wild West: Indians,edanmdm-fsg_F1904.290,https://asia.si.edu/object/F1904.290/,No,Americans,Print%,paper,etching,Etching on paper,1887,United States,https://asia.si.edu/object/F1904.290/,Sport%Art%Animals%American Art%Horses%Etching%,horse,
Portrait of a nawab,edanmdm-fsg_F1907.188,https://asia.si.edu/object/F1907.188/,No,Himalayan peoples%South Asians,Painting%,paper,color,Color and gold on paper,1730-40,India,https://asia.si.edu/object/F1907.188/,South Asian and Himalayan Art%Art%Animals%Mughal dynasty (1526 - 1858)%Horses%Portraits%Nawab%,horse,Mughal dynasty
