title, id, link, display, culture, type,medium simple,medium detail, medium, date, origin, link2, topic,animals, period
A Prince and princess on horseback,edanmdm-fsg_F1907.197,https://asia.si.edu/object/F1907.197/,No,Himalayan peoples%South Asians,Painting%,paper,color,Color and gold on paper,18th century,India,https://asia.si.edu/object/F1907.197/,South Asian and Himalayan Art%Prince%Art%Animals%Princess%Mughal dynasty (1526 - 1858)%Horses%,horse,Mughal dynasty
A Group of Women at a Well,edanmdm-fsg_F1907.208,https://asia.si.edu/object/F1907.208/,No,Himalayan peoples%South Asians,Painting%,paper,watercolor,Opaque watercolor and gold on paper,late 17th century,India,https://asia.si.edu/object/F1907.208/,Water%South Asian and Himalayan Art%Art%Animals%Princess%Food habits%Mughal dynasty (1526 - 1858)%Horses%Woman%,horse,Mughal dynasty
A mounted man hunting birds with a falcon,edanmdm-fsg_F1907.212,https://asia.si.edu/object/F1907.212/,No,Himalayan peoples%South Asians,Painting%,paper,watercolor,Opaque watercolor and gold on paper,early 18th century,Kishangarh% Rajasthan state% India,https://asia.si.edu/object/F1907.212/,South Asian and Himalayan Art%Art%Hunting%Animals%Men%Mughal dynasty (1526 - 1858)%Horses%Falconry%Falcon%,horse,Mughal dynasty
Slab in low relief from mortuary chamber; design% in three registers% of horses% riders% and carts,edanmdm-fsg_F1910.2,https://asia.si.edu/object/F1910.2/,No,Chinese,Stone%,stone,stone,Stone,25-220,Shandong province% China,https://asia.si.edu/object/F1910.2/,Art%Animals%Han dynasty% 202 B.C.-220 A.D.%Chinese Art%Horses%Funerary%Han dynasty (206 BCE - 220 CE)%,horse,Eastern Han dynasty
Han slab in low relief from mortuary chamber; design in two registers% of men% horses% and carts,edanmdm-fsg_F1914.57,https://asia.si.edu/object/F1914.57/,No,Chinese,Sculpture%Stone%,stone,stone,Stone,206 BCE-220 CE,China,https://asia.si.edu/object/F1914.57/,Art%Animals%Chinese Art%Men%Horses%Funerary%Han dynasty (206 BCE - 220 CE)%,horse,Han dynasty
Durga fighting the rakshashas Shunga and Nishunga% from a Devi Mahatmya,edanmdm-fsg_F1907.602,https://asia.si.edu/object/F1907.602/,No,Himalayan peoples%South Asians,Painting%,paper,watercolor,Opaque watercolor and gold on paper,mid 19th century,Jaipur% Rajasthan state% India,https://asia.si.edu/object/F1907.602/,South Asian and Himalayan Art%Trishula%Cats%Wars%Art%Animals%Demon%Horses%Devi (Hindu deity)%Durga? (Hindu deity)%,"horse, lion",
Ornament in the form of possibly a monkey riding a horse,edanmdm-fsg_F1915.222,https://asia.si.edu/object/F1915.222/,No,Chinese,Sculpture%Metalwork%,metal,bronze,Bronze,220-589,Inner Mongolia/Ordos% China,https://asia.si.edu/object/F1915.222/,Period of Division (220 - 589)%Art%Animals%Sculpture%Chinese Art%Horses%Monkeys%,"horse,monkey",Period of Division
Orament in the form of a monkey riding a horse,edanmdm-fsg_F1915.223,https://asia.si.edu/object/F1915.223/,No,Chinese,Sculpture%Metalwork%,metal,bronze,Bronze,220-589,Inner Mongolia/Ordos% China,https://asia.si.edu/object/F1915.223/,Period of Division (220 - 589)%Art%Animals%Sculpture%Chinese Art%Horses%Monkeys%,"horse,monkey",Period of Division
Lion shaped handle,edanmdm-fsg_FSC-P-4787,https://asia.si.edu/object/FSC-P-4787/,No,Muslims,Ceramic%,ceramic,earthenware,Earthenware painted under glaze.,early 13th century,Iran,https://asia.si.edu/object/FSC-P-4787/,Cats%Art%Animals%Pottery%Arts of the Islamic World%Saljuq period (1037 - 1300)%,lion,Saljuq period
High relief applique of a lion of brownish-red opaque glass with yellowish markings in imitation of marble,edanmdm-fsg_F1909.885,https://asia.si.edu/object/F1909.885/,No,Middle Easterners,Glass%,glass,glass,Glass,1st-2nd century,Egypt or Syria,https://asia.si.edu/object/F1909.885/,Cats%Art%Molding%Animals%Ancient Near Eastern Art%Mosaic glass%Applique%Roman Period (30 BCE - 395 CE)%,lion,Roman period
Pendant in the form of a crouching tiger,edanmdm-fsg_F1932.43,https://asia.si.edu/object/F1932.43/,No,Chinese,Jade%Jewelry and Ornament%,jade,jade,Jade (nephrite),475-221 BCE,Probably Jincun% Henan province% China,https://asia.si.edu/object/F1932.43/,Cats%Art%Animals%Eastern Zhou dynasty (770 - 221 BCE)%Chinese Art%Carving%Nephrite%Incising%Warring States period (475 - 221 BCE)%,lion,Eastern Zhou dynasty
Pendant in the form of a crouching feline,edanmdm-fsg_F1932.44,https://asia.si.edu/object/F1932.44/,No,Chinese,Jade%Jewelry and Ornament%,jade,jade,Jade (nephrite),475-221 BCE,Probably Jincun% Henan province% China,https://asia.si.edu/object/F1932.44/,Cats%Art%Animals%Eastern Zhou dynasty (770 - 221 BCE)%Chinese Art%Carving%Nephrite%Incising%Warring States period (475 - 221 BCE)%,lion,Eastern Zhou dynasty
Fitting in the form of a leaping lion,edanmdm-fsg_F1919.63,https://asia.si.edu/object/F1919.63/,No,Chinese,Sculpture%Metalwork%,metal,bronze with gilding,Bronze with gilding,618-907,China,https://asia.si.edu/object/F1919.63/,Gilding%Cats%Art%Animals%Sculpture%Chinese Art%Tang dynasty (618 - 907)%,lion,Tang dynasty
Fragment of Mirror. Lion and grape design,edanmdm-fsg_FSC-B-525,https://asia.si.edu/object/FSC-B-525/,No,Chinese,Metalwork%Mirror%,metal,bronze,metal work,618-907,,https://asia.si.edu/object/FSC-B-525/,Cats%Art%Animals%Sculpture%Chinese Art%Tang dynasty (618 - 907)%,lion,Tang dynasty
Possibly Bodhisattva Avalokiteshvara (Guanyin) with attendants,edanmdm-fsg_F1911.122,https://asia.si.edu/object/F1911.122/,No,Buddhists%Chinese,Sculpture%Metalwork%,metal,bronze with gilding,Bronze with gilding,555,China,https://asia.si.edu/object/F1911.122/,Period of Division (220 - 589)%Gilding%Cats%Art%Mandorla%Chinese Art%Incense%Northern Qi dynasty (550 - 577)%Abhaya mudra%Lotus%Bodhisattva%Guanyin%Animals%Inscriptions%Sculpture%Maitreya Buddha%Attendant%,lion,Period of Division
Standing Bodhisattva with attendants,edanmdm-fsg_F1913.43a-g,https://asia.si.edu/object/F1913.43a-g/,No,Buddhists%Chinese,Sculpture%Metalwork%,metal,bronze with gilding,Bronze with gilding,596,China,https://asia.si.edu/object/F1913.43a-g/,Gilding%Sui dynasty (581 - 618)%Cats%Art%Mandorla%Chinese Art%Incense%Abhaya mudra%Bodhisattva%Kasyapa%Animals%Sculpture%Varada mudra%,lion,Sui dynasty
Lion,edanmdm-fsg_F1915.213,https://asia.si.edu/object/F1915.213/,No,Buddhists%Chinese,Sculpture%Metalwork%,metal,bronze with gilding,Bronze with gilding,220-589,China,https://asia.si.edu/object/F1915.213/,Period of Division (220 - 589)%Gilding%Cats%Art%Animals%Sculpture%Chinese Art%,lion,Period of Division
Ornament: lioness statuette,edanmdm-fsg_F1915.214,https://asia.si.edu/object/F1915.214/,No,Buddhists%Chinese,Sculpture%Metalwork%,metal,bronze,Bronze,220-589,China,https://asia.si.edu/object/F1915.214/,Period of Division (220 - 589)%Gilding%Cats%Art%Animals%Sculpture%Chinese Art%,lion,Period of Division
Lion statuette,edanmdm-fsg_F1915.215,https://asia.si.edu/object/F1915.215/,No,Buddhists%Chinese,Sculpture%Metalwork%,metal,bronze,Bronze,220-589,China,https://asia.si.edu/object/F1915.215/,Period of Division (220 - 589)%Gilding%Cats%Art%Animals%Sculpture%Chinese Art%,lion,Period of Division
Mirror with felines,edanmdm-fsg_F1930.37,https://asia.si.edu/object/F1930.37/,No,Chinese,Metalwork%Mirror%,metal,bronze,Bronze,581-618,China,https://asia.si.edu/object/F1930.37/,Sui dynasty (581 - 618)%Cats%Art%Inscriptions%Animals%Sculpture%Chinese Art%,lion,Sui dynasty
Hamlah-i-Haidari (Combats of the Lion),edanmdm-fsg_F1907.272,https://asia.si.edu/object/F1907.272/,No,Himalayan peoples%South Asians,Manuscript%,paper,ink,Ink on paper,18th century,India,https://asia.si.edu/object/F1907.272/,South Asian and Himalayan Art%Cats%Art%Animals%Mughal dynasty (1526 - 1858)%,lion,Mughal dynasty
Buddhist sculpture,edanmdm-fsg_F1909.78,https://asia.si.edu/object/F1909.78/,No,Buddhists%Chinese,Sculpture%Stone%,stone,stone,Stone,557-581,China,https://asia.si.edu/object/F1909.78/,Cats%Art%Animals%Chinese Art%Northern Zhou dynasty (557 - 581)%Varada mudra%Abhaya mudra%Cintamani%,lion,Northern Zhou dynasty
Pedestal with lotus petals% lions% and donor% originally supporting a Shijia Buddha (<em>Shakyamuni</em>) figure,edanmdm-fsg_F1909.94,https://asia.si.edu/object/F1909.94/,No,Buddhists%Chinese,Stone%,stone,stone,Stone,dated 573 CE,China,https://asia.si.edu/object/F1909.94/,Period of Division (220 - 589)%Cats%Art%Animals%Inscriptions%Chinese Art%Northern Zhou dynasty (557 - 581)%Lotus%,lion,Period of Division
Seated Buddha (<em>Shakyamuni</em>) with bodhisattvas% monks% and lions,edanmdm-fsg_F1909.287,https://asia.si.edu/object/F1909.287/,No,Buddhists%Chinese,Sculpture%Stone%,stone,gilding,Stone with traces of gilding and pigments,Dated 549 CE,China,https://asia.si.edu/object/F1909.287/,Period of Division (220 - 589)%Cats%Art%Dharmacakra%Chinese Art%Eastern Wei dynasty (534 - 550)%Abhaya mudra%Lotus%Bodhisattva%Kasyapa%Animals%Inscriptions%Varada mudra%Anjali mudra%Gautama Buddha%Relief seal%,lion,Period of Division
Buddhist stele,edanmdm-fsg_F1909.288,https://asia.si.edu/object/F1909.288/,No,Buddhists%Chinese,Sculpture%Stone%,stone,stone,Stone,Dated 541 CE,China,https://asia.si.edu/object/F1909.288/,Period of Division (220 - 589)%Mount Meru%Cats%Art%Animals%Chinese Art%Varada mudra%Gautama Buddha%Abhaya mudra%Cintamani%Lotus%Bodhisattva%,lion,Period of Division
Buddhist stele,edanmdm-fsg_F1968.53,https://asia.si.edu/object/F1968.53/,No,Buddhists%Chinese,Sculpture%Stone%,stone,limestone,Limestone,dated 511,Probably Henan province% China,https://asia.si.edu/object/F1968.53/,Cats%Art%Animals%Chinese Art%Varada mudra%Abhaya mudra%WWII-era provenance%Bodhisattva%Northern Wei dynasty (386 - 534)%Lettering%Dragon%,lion,Northern Wei dynasty
Seated Buddha with bodhisattvas% lions% and figures,edanmdm-fsg_F1911.408,https://asia.si.edu/object/F1911.408/,No,Buddhists%Chinese,Sculpture%Stone%,stone,stone,Stone,possibly 534-557,China,https://asia.si.edu/object/F1911.408/,Period of Division (220 - 589)%Cats%Art%Animals%Chinese Art%Eastern Wei dynasty (534 - 550)%Varada mudra%Forgery%Abhaya mudra%Lotus%Bodhisattva%Relief seal%,lion,Period of Division
Bodhisattva Avalokiteshvara (Guanyin),edanmdm-fsg_F1912.81,https://asia.si.edu/object/F1912.81/,No,Buddhists%Chinese,Sculpture%Stone%,stone,stone,Stone,534-550,China,https://asia.si.edu/object/F1912.81/,Period of Division (220 - 589)%Cats%Art%Fly whisk%Chinese Art%Eastern Wei dynasty (534 - 550)%Kundika%Avalokite?svara (Buddhist deity)%Lotus%Bodhisattva%Guanyin%Animals%Forgery%Kalasa%Halo%,lion,Period of Division
Standing Bodhisattva with two flanking monks and two lions,edanmdm-fsg_F1912.87,https://asia.si.edu/object/F1912.87/,No,Buddhists%Chinese,Sculpture%Stone%,stone,stone,Stone,possibly 581-618,China,https://asia.si.edu/object/F1912.87/,Sui dynasty (581 - 618)%Cats%Art%Animals%Chinese Art%Varada mudra%Forgery%Abhaya mudra%Monk%Lotus%,lion,Possibly Sui dynasty
Buddhist tablet: seated central figure flanked by monk and Bodhisattva on either hand; rectangular base% and figure of Buddha in sunken relief on reverse,edanmdm-fsg_F1912.98,https://asia.si.edu/object/F1912.98/,No,Buddhists%Chinese%Apsarases,Sculpture%Stone%,stone,stone,Stone,550-577,China,https://asia.si.edu/object/F1912.98/,Period of Division (220 - 589)%Cats%Art%Chinese Art%Abhaya mudra%Bodhisattva%Shrine%Animals%Bodhi tree%Varada mudra%Anjali mudra%Monk%Halo%,lion,Period of Division
Standing Buddha,edanmdm-fsg_F1913.17,https://asia.si.edu/object/F1913.17/,No,Buddhists%Chinese,Sculpture%Stone%,stone,stone,Stone,possibly 555,China,https://asia.si.edu/object/F1913.17/,Period of Division (220 - 589)%Cats%Western Wei dynasty (535 - 556)%Art%Animals%Inscriptions%Chinese Art%Varada mudra%Abhaya mudra%Lotus%Ushnisha%,lion,Period of Division
Small soapstone tablet% with pierced relief of Manjusri on lion,edanmdm-fsg_F1913.36,https://asia.si.edu/object/F1913.36/,No,Buddhists%Chinese,Sculpture%Stone%,stone,stone,Stone,dated 543,China,https://asia.si.edu/object/F1913.36/,Period of Division (220 - 589)%Cats%Art%Animals%Chinese Art%Sutra%Forgery%Manjushri%Lotus%,lion,Period of Division
Bodhisattvas with lions and figures,edanmdm-fsg_F1913.76,https://asia.si.edu/object/F1913.76/,No,Buddhists%Chinese,Sculpture%Stone%,stone,stone,Stone,possibly 581-618,China,https://asia.si.edu/object/F1913.76/,Sui dynasty (581 - 618)%Cats%Art%Animals%Inscriptions%Chinese Art%Lotus%Bodhisattva%,lion,Possibly Sui dynasty
Seated lion,edanmdm-fsg_F1914.6,https://asia.si.edu/object/F1914.6/,No,Chinese,Sculpture%Stone%,stone,stone,Stone,1368-1644,China,https://asia.si.edu/object/F1914.6/,Cats%Art%Animals%Chinese Art%Guardian lion%Ming dynasty (1368 - 1644)%,lion,Ming dynasty
Standing bodhisattva with attendants,edanmdm-fsg_F1915.59,https://asia.si.edu/object/F1915.59/,No,Buddhists%Chinese,Sculpture%Stone%,stone,stone,Stone,550-577,China,https://asia.si.edu/object/F1915.59/,Period of Division (220 - 589)%Cats%Art%Chinese Art%Incense%Northern Qi dynasty (550 - 577)%Cintamani%Lotus%Bodhisattva%Kasyapa%Animals%Northern dynasties (386 - 581)%Anjali mudra%,lion,Period of Division
The Buddha distributes honey% from a Prajnaparamita manuscript,edanmdm-fsg_F1930.87,https://asia.si.edu/object/F1930.87/,No,Buddhists%Himalayan peoples%South Asians,Painting%Manuscript%,other,palm leaf,Opaque watercolor and ink on palm leaf,12th century,West Bengal state% India,https://asia.si.edu/object/F1930.87/,South Asian and Himalayan Art%Art%Animals%Monkeys%Astasahasraka Prajnaparamita%Halo%,monkey,
The Ramayana (Tales of Rama; The Freer Ramayana)% Volume 2,edanmdm-fsg_F1907.271.173-346,https://asia.si.edu/object/F1907.271.173-346/,No,Himalayan peoples%South Asians,Manuscript%,paper,watercolor,Ink% opaque watercolor% and gold on paper% in modern bindings,1597-1605,India,https://asia.si.edu/object/F1907.271.173-346/,Art%Sita%Hermitage%Mughal dynasty (1526 - 1858)%Monkeys%Ascetic%South Asian and Himalayan Art%Lakshmana%Ravana%Indra%Dasharatha%Sacrifice%Brahma? (Hindu deity)%Chariot%Lava%Demon%Kubera%Reign of Akbar (1556 - 1605)%Sage%Madhavi%Herb%Kumbhakarna%Hanuman%Ramayana%Krishna%Animals%Kusha%Death%Illustrated%Giant%Shiva%,monkey,Mughal dynasty
Pestle with handle in form of a monkey,edanmdm-fsg_S2012.9.241,https://asia.si.edu/object/S2012.9.241/,No,Chinese,Tool and Equipment%Stone%,stone,marble,Marble,ca. 1300-ca. 1050 BCE,Anyang% probably Henan province% China,https://asia.si.edu/object/S2012.9.241/,Art%Animals%Chinese Art%Anyang period% Late Shang dynasty (ca. 1300 - 1050 BCE)%Monkeys%Paul Singer collection%,monkey,Late Shang dynasty
Pair of slide fittings in the form of monkeys,edanmdm-fsg_S2012.9.632.1-2,https://asia.si.edu/object/S2012.9.632.1-2/,No,Chinese,Metalwork,metal,bronze,Bronze,ca. 1100-900 BCE,Anyang% China,https://asia.si.edu/object/S2012.9.632.1-2/,Western Zhou dynasty (ca. 1050 - 771 BCE)%Art%Animals%Sculpture%Chinese Art%Anyang period% Late Shang dynasty (ca. 1300 - 1050 BCE)%Monkeys%Paul Singer collection%,monkeys,Late Shang dynasty or early Western Zhou dynasty
Jahangir and Prince Khurram Entertained by Nur Jahan,edanmdm-fsg_F1907.258,https://asia.si.edu/object/F1907.258/,No,Himalayan peoples%South Asians,Painting%Album%,paper,watercolor,Opaque watercolor% ink and gold on paper,ca. 1640-50,North India,https://asia.si.edu/object/F1907.258/,South Asian and Himalayan Art%Prince%Art%Animals%Reign of Jahangir (1605 - 1627)%Food habits%Mughal dynasty (1526 - 1858)%Phoenix%Kings and rulers%Dragon%,"phoenix, dragon",Mughal dynasty
Fragmentary base of a bowl with image of running rabbit,edanmdm-fsg_FSC-P-4811,https://asia.si.edu/object/FSC-P-4811/,No,Muslims,Ceramic%Vessel%,ceramic,stone paste,Stone-paste painted with luster,late 13th century,Iran,https://asia.si.edu/object/FSC-P-4811/,Rabbits%Art%Animals%Arts of the Islamic World%,rabbit,
Mirror,edanmdm-fsg_F1911.115,https://asia.si.edu/object/F1911.115/,No,Chinese,Metalwork%Mirror%,metal,bronze,Bronze,618-907,China,https://asia.si.edu/object/F1911.115/,Chang'e%Rabbits%Art%Animals%Sculpture%Moon%Chinese Art%Outer space%Toads%Tang dynasty (618 - 907)%,rabbit,Tang dynasty
Tally in the form of a rabbit (fragment),edanmdm-fsg_F1919.80,https://asia.si.edu/object/F1919.80/,No,Chinese,Metalwork%,silver,silver,Silver,206 BCE-220 CE,China,https://asia.si.edu/object/F1919.80/,Rabbits%Art%Animals%Sculpture%Chinese Art%Han dynasty (206 BCE - 220 CE)%,rabbit,Han dynasty
Wine cup with ring handle% birds% animals% and grape vines,edanmdm-fsg_F1930.51,https://asia.si.edu/object/F1930.51/,Yes,Chinese,Metalwork%Vessel%,silver,silver with gilding,Cast and hammered silver with chased and ring-punched decoration and mercury gilding,late 7th century,Probably Xi’an% Shaanxi province% China,https://asia.si.edu/object/F1930.51/,Gilding%Rabbits%Hammering%Art%Engraving%Animals%Sculpture%Chinese Art%Grape%Birds%Tang dynasty (618 - 907)%Chasing%,"rabbit, bird",Early Tang dynasty
Ornament,edanmdm-fsg_F1916.284,https://asia.si.edu/object/F1916.284/,No,Chinese,Metalwork%Jewelry and Ornament%,metal,bronze,Bronze,ca. 1600-1050 BCE,China,https://asia.si.edu/object/F1916.284/,Art%Animals%Sculpture%Chinese Art%Sheep%Shang dynasty (ca. 1600 - ca. 1050 BCE)%,sheep,Shang dynasty
Kaccheli Ragini% from a Ragamala,edanmdm-fsg_S2018.1.11,https://asia.si.edu/object/S2018.1.11/,No,Himalayan peoples%South Asians,Painting%,paper,watercolor,Opaque watercolor and gold on paper,ca. 1710,Bahu or Jammu% Himachal Pradesh state% India,https://asia.si.edu/object/S2018.1.11/,South Asian and Himalayan Art%Art%Animals%Catherine and Ralph Benkaim Collection%Sheep%Ragamala%,sheep,
Recumbent ram,edanmdm-fsg_F1919.8,https://asia.si.edu/object/F1919.8/,No,Chinese,Sculpture%Stone%,stone,stone,Hard black stone with a few small reddish-brown areas,1368-1644,China,https://asia.si.edu/object/F1919.8/,Art%Animals%Chinese Art%Sheep%Ming dynasty (1368 - 1644)%,sheep,Ming dynasty
Lidded ritual ewer (<em>guang</em>) with taotie% dragons% birds% tigers% elephants% fish% snakes% and humans,edanmdm-fsg_F1961.33a-b,https://asia.si.edu/object/F1961.33a-b/,No,Chinese,Metalwork%Vessel%,metal,bronze,Bronze,ca. 1100-1050 BCE,Middle Yangzi Valley% China,https://asia.si.edu/object/F1961.33a-b/,Wine and wine making%Art%Animals%Sculpture%Chinese Art%Shang dynasty (ca. 1600 - ca. 1050 BCE)%Taotie%WWII-era provenance%,"taotie, dragon, bird, tiger, elephant, fish,snake",
Ornament in the form of a feline-like animal on a foot-shaped stand,edanmdm-fsg_F1916.451,https://asia.si.edu/object/F1916.451/,No,Chinese,Metalwork%Jewelry and Ornament%,metal,bronze,Bronze,206 BCE-220 CE,Inner Mongolia/Ordos% China,https://asia.si.edu/object/F1916.451/,Art%Animals%Sculpture%Chinese Art%Tiger%Han dynasty (206 BCE - 220 CE)%,tiger,Han dynasty
Tiger hunting,edanmdm-fsg_F1907.586,https://asia.si.edu/object/F1907.586/,No,"Himalayan peoples, South Asians",Painting,paper,color,Color and gold on paper,18th century,India,https://asia.si.edu/object/F1907.586/,South Asian and Himalayan Art%Art%Hunting%Animals%Mughal dynasty (1526 - 1858)%Tiger%Elephants%,"tiger, elephant",Mughal dynasty
Spear guard with dragon% tiger% turtle and bird design,edanmdm-fsg_F1913.90,https://asia.si.edu/object/F1913.90/,No,Chinese,Metalwork%Weapon and Armament%,metal,bronze with gilding,Bronze with gilding,206 BCE-220 CE,China,https://asia.si.edu/object/F1913.90/,Gilding%Art%Animals%Sculpture%Chinese Art%Turtles%Birds%Incising%Dragon%Tiger%Han dynasty (206 BCE - 220 CE)%,"turtle, bird,dragon, tiger",Han dynasty
Girdle buckle,edanmdm-fsg_F1913.9a-b,https://asia.si.edu/object/F1913.9a-b/,No,Chinese,Jade%Jewelry and Ornament%,jade,jade,Jade,1736-1795,China,https://asia.si.edu/object/F1913.9a-b/,Art%Animals%Chinese Art%Carving%Qing dynasty (1644 - 1911)%,undefined animal(mythical creatures),Qing dynasty
Mask and ring handle,edanmdm-fsg_F1917.18,https://asia.si.edu/object/F1917.18/,No,Chinese,Metalwork%,metal,bronze with inlay,Bronze with gold and silver inlay,5th-4th century BCE,China,https://asia.si.edu/object/F1917.18/,Art%Animals%Eastern Zhou dynasty (770 - 221 BCE)%Sculpture%Chinese Art%Inlay%Warring States period (475 - 221 BCE)%Masks%,undefined animal(mythical creatures),Eastern Zhou dynasty
Ornament in the form of an animal mask,edanmdm-fsg_F1917.160,https://asia.si.edu/object/F1917.160/,No,Chinese,Metalwork%Jewelry and Ornament%,metal,bronze,Bronze,206 BCE-220 CE,China,https://asia.si.edu/object/F1917.160/,Art%Animals%Sculpture%Chinese Art%Masks%Han dynasty (206 BCE - 220 CE)%,undefined animal(mythical creatures),Han dynasty
Clasp or ornament,edanmdm-fsg_F1917.254,https://asia.si.edu/object/F1917.254/,No,Chinese,Metalwork%Jewelry and Ornament%,metal,bronze with inlay,Bronze with silver and gold inlay,4th-3rd century BCE,China,https://asia.si.edu/object/F1917.254/,Art%Animals%Eastern Zhou dynasty (770 - 221 BCE)%Sculpture%Chinese Art%Inlay%Warring States period (475 - 221 BCE)%,undefined animal(mythical creatures),Eastern Zhou dynasty
Garment hook (<em>daigou</em>)% fragment,edanmdm-fsg_F1917.257,https://asia.si.edu/object/F1917.257/,No,Chinese,Metalwork%Jewelry and Ornament%,metal,bronze with gilding,Bronze with gilding,475 BCE-220 CE,China,https://asia.si.edu/object/F1917.257/,Gilding%Art%Animals%Sculpture%Chinese Art%Warring States period (475 - 221 BCE)%Han dynasty (206 BCE - 220 CE)%,undefined animal(mythical creatures),Warring States period to Han dynasty
Fragment% possibly a pin,edanmdm-fsg_F1917.264,https://asia.si.edu/object/F1917.264/,No,Chinese,Metalwork%,metal,bronze with gilding,Bronze with gilding,220-589,China,https://asia.si.edu/object/F1917.264/,Period of Division (220 - 589)%Gilding%Art%Animals%Sculpture%Chinese Art%,undefined animal(mythical creatures),Period of Division
Bowl with masks and ring handles,edanmdm-fsg_F1919.66,https://asia.si.edu/object/F1919.66/,No,Chinese,Metalwork%Vessel%,metal,bronze with gilding,Bronze with gilding,206 BCE-220 CE,China,https://asia.si.edu/object/F1919.66/,Gilding%Art%Animals%Sculpture%Chinese Art%Masks%Han dynasty (206 BCE - 220 CE)%,undefined animal(mythical creatures),Han dynasty
Garment hook (<em>daigou</em>),edanmdm-fsg_F1919.69a-c,https://asia.si.edu/object/F1919.69a-c/,No,Chinese,Metalwork%Jewelry and Ornament%,metal,bronze with inlay,Bronze with gilding and turquoise inlay,3rd century BCE,China,https://asia.si.edu/object/F1919.69a-c/,Gilding%Art%Animals%Eastern Zhou dynasty (770 - 221 BCE)%Sculpture%Chinese Art%Inlay%Warring States period (475 - 221 BCE)%,undefined animal(mythical creatures),Eastern Zhou dynasty
Fitting in the form of a quadruped with interlace,edanmdm-fsg_F1948.24,https://asia.si.edu/object/F1948.24/,Yes,Chinese,Metalwork%Vessel%,metal,bronze,Bronze,5th century BCE,Liyu% Probably Shanxi province% China,https://asia.si.edu/object/F1948.24/,Art%Animals%Eastern Zhou dynasty (770 - 221 BCE)%Sculpture%Chinese Art%WWII-era provenance%Warring States period (475 - 221 BCE)%,undefined animal(mythical creatures),Late Eastern Zhou dynasty% Warring States period
